Παροχή_Κωδικοποιημένη,Ημ.Έκδοσης,"Περίοδος Κατανάλωσης",ΣΕΛΙΔΑ,Τιμολόγιο,ΤΥΠΟΣ,Ημέρα,Προηγ.,ΣΩΧΒ,Συν.ΩΧΒ,ΧρΖητ,ΣυμφΙσχ,ΕγκΙσχ,Συνφ,ΖητΑιχ,ΖητΗμ,ΖητΝυκ,ΣυντΧρησ,"ΧΡΕΩΣΕΙΣ ΠΡΟΜΗΘΕΙΑΣ ΔΕΗ","ΦΠΑ  6% x","ΡΥΘΜΙΖΟΜΕΝΕΣ ΧΡΕΩΣΕΙΣ","ΦΠΑ   % x          0,00","ΜΕΙΟΝ ΕΝΑΝΤΙ ΚΑΤΑΝΑΛΩΣΗΣ",Ε.Ρ.Τ.,"ΤΡΕΧΩΝ ΜΗΝΑΣ",ΕΚΠΤ.ΣΥΝΕΠΕΙΑΣ/ΠΡΟΠΛΗΡΩΜΗΣ,ΔΗΜ.ΤΕΛΗ/ΔΗΜ.ΦΟΡΟΣ,ΔΙΑΦ.ΧΡΕΩΣΕΙΣ/ΠΙΣΤΩΣΕΙΣ,Τ.Α.Π.,Τελευτ.,"Αεργος Ημέρα",Τελευτ._Αεργος,Προηγ._Αεργος,ΣΩΧΒ_Αεργος,Συν.ΩΧΒ_Αεργος,Νύχτα,Προηγ._Νύχτα,ΣΩΧΒ_Νύχτα,Συν.ΩΧΒ_Νύχτα,year,month,Τελευτ._Νύχτα,Ημέρα_2,Προηγ._2,ΣΩΧΒ_2,Συν.ΩΧΒ_2,Τελευτ._2
360,22/09/2021,21.07.2021-21.09.2021,4,Γ21,ΕΝΑΝΤΙ,Ημέρα,53182,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","89,84","8,17","51,43","0,00","0,00","0,00","144,00","-5,10","0,00","-0,34","0,00",,,,,,,,,,,2021,9,,,,,,
467,24/12/2021,21.10.2021-22.12.2021,30,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,7332,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","25,88","2,53","16,36","0,00","0,00","0,00","45,00","0,00","0,00","0,23","0,00",,,,,,,,,,,2021,12,,,,,,
75,27/12/2022,22.06.2022-21.12.2022,3,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,21236,1,3827,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","746,99","23,55","224,44","0,00","-597,02","0,00","420,00","-1,18","0,00","23,22","0,00",25063,,,,,,,,,,2022,12,,,,,,
274,21/04/2022,21.02.2022-19.04.2022,11,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,45391,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","177,18","13,50","47,82","0,00","0,00","0,00","238,00","0,00","0,00","-0,50","0,00",,,,,,,,,,,2022,4,,,,,,
323,22/10/2021,23.08.2021-20.10.2021,22,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,94018,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","319,64","28,33","184,33","0,00","0,00","0,00","501,00","-31,89","0,00","0,59","0,00",,,,,,,,,,,2021,10,,,,,,
114,24/02/2022,23.08.2021-21.02.2022,6,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,43200,1,2580,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","455,86","17,28","149,76","0,00","-327,01","0,00","308,00","-3,43","0,00","15,54","0,00",45780,,,,,,,,,,2022,2,,,,,,
299,04/12/2021,27.10.2021-29.11.2021,20,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,12415,1,0,"0,0",35,40,"1,0000","0,00",0,"0,00","0,0","0,68","0,67","10,53","0,00","0,00","0,00","12,00","0,00","0,00","0,12","0,00",12415,,,,,,,,,,2021,12,,,,,,
106,24/10/2022,31.08.2022-20.10.2022,6,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,6544,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","182,18","14,39","57,70","0,00","0,00","0,00","254,00","0,00","0,00","-0,27","0,00",,,,,,,,,,,2022,10,,,,,,
221,25/06/2021,23.12.2020-22.06.2021,8,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,78646,1,3276,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","335,29","15,61","186,95","0,00","-278,49","0,00","278,00","0,00","0,00","18,64","0,00",81922,,,,,,,,,,2021,6,,,,,,
507,26/02/2021,12.01.2021-23.02.2021,30,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,3685,1,463,"0,000",15,1,"1,0000","0,00","0,00","0,00","0,000","57,67","4,09","30,91","0,00","0,00","0,00","73,00","-22,72","0,00","3,05","0,00",4148,,,,,,,,,,2021,2,,,,,,
417,21/04/2022,21.02.2022-19.04.2022,18,Γ21,ΕΝΑΝΤΙ,Ημέρα,82800,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","149,65","11,82","47,32","0,00","0,00","0,00","209,00","0,00","0,00","0,21","0,00",,,,,,,,,,,2022,4,,,,,,
260,21/04/2022,22.02.2022-19.04.2022,19,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,32595,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","8,39","0,76","4,34","0,00","0,00","0,00","14,00","0,00","0,00","0,51","0,00",,,,,,,,,,,2022,4,,,,,,
246,04/03/2021,24.12.2020-23.02.2021,3,Γ21,ΕΝΑΝΤΙ,Ημέρα,30156,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","22,67","2,44","18,02","0,00","0,00","0,00","44,00","0,00","0,00","0,87","0,00",,,,,,,,,,,2021,3,,,,,,
404,10/06/2021,08.02.2021-06.06.2021,18,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,22819,1,31,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","6,25","-14,20","17,98","0,00","0,00","0,00","-251,00","0,00","0,00","-261,03","0,00",22850,,,,,,,,,,2021,6,,,,,,
384,24/08/2021,23.06.2021-22.08.2021,18,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,26165,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","175,64","14,55","98,88","0,00","0,00","0,00","257,00","-32,07","0,00","0,00","0,00",,,,,,,,,,,2021,8,,,,,,
66,26/08/2021,24.02.2021-22.08.2021,4,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,70049,1,3312,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","357,98","13,20","188,98","0,00","-343,50","0,00","236,00","0,00","0,00","19,34","0,00",73361,,,,,,,,,,2021,8,,,,,,
296,24/12/2021,21.10.2021-22.12.2021,20,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,19000,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","117,21","11,39","72,71","0,00","0,00","0,00","201,00","0,00","0,00","-0,31","0,00",,,,,,,,,,,2021,12,,,,,,
342,08/09/2021,30.07.2021-30.08.2021,4,Γ22,ΕΝΑΝΤΙ,Ημέρα,2428,1,0,"28,6",35,40,"1,0000","0,00",13,"0,00","16,9","212,37","19,54","113,31","0,00","0,00","0,00","345,00","0,00","0,00","-0,22","0,00",,,,,,,,,,,2021,9,,,,,,
405,01/09/2022,22.02.2022-30.08.2022,29,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,69128,1,1313,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","230,85","-7,45","97,82","0,00","0,00","0,00","-130,00","-1,60","0,00","-449,62","0,00",70441,,,,,,,,,,2022,9,,,,,,
426,22/04/2021,22.02.2021-20.04.2021,19,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,2941,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","174,88","16,39","98,17","0,00","0,00","5,72","295,00","0,00","0,00","-0,16","0,00",,,,,,,,,,,2021,4,,,,,,
3,22/10/2021,23.08.2021-20.10.2021,1,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,61637,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","109,78","9,47","62,71","0,00","0,00","0,00","167,00","-14,63","0,00","-0,33","0,00",,,,,,,,,,,2021,10,,,,,,
266,09/03/2021,04.02.2021-03.03.2021,5,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,5884,1,346,"5,8",55,50,"1,0000","0,00",3,"0,00","16,6","42,84","4,63","34,14","0,00","0,00","0,00","82,00","-1,54","0,00","1,93","0,00",6230,,,,,,,,,,2021,3,,,,,,
444,24/12/2021,21.10.2021-22.12.2021,28,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,56141,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","69,86","6,99","46,49","0,00","0,00","6,21","129,00","0,00","0,00","-0,55","0,00",,,,,,,,,,,2021,12,,,,,,
21,08/10/2021,07.06.2021-05.10.2021,2,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,5219,1,3774,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","561,70","24,36","240,42","0,00","-414,98","0,00","434,00","0,00","0,00","22,50","0,00",8993,,,,,,,,,,2021,10,,,,,,
451,26/08/2021,24.08.2020-22.08.2021,28,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,10178,1,22,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","9,55","1,11","50,55","0,00","0,00","0,00","20,00","0,00","0,00","-41,21","0,00",10200,,,,,,,,,,2021,8,,,,,,
297,24/02/2022,23.08.2021-21.02.2022,19,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,55688,1,3817,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","718,24","32,46","234,55","0,00","-426,14","0,00","578,00","-4,83","0,00","23,72","0,00",59505,,,,,,,,,,2022,2,,,,,,
352,22/12/2022,21.10.2022-20.12.2022,23,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,68757,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","3,05","0,55","6,10","0,00","0,00","0,00","9,00","0,00","0,00","-0,70","0,00",,,,,,,,,,,2022,12,,,,,,
431,29/12/2022,21.10.2022-21.12.2022,18,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,33207,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","395,76","30,92","119,68","0,00","0,00","0,00","546,00","0,00","0,00","-0,36","0,00",,,,,,,,,,,2022,12,,,,,,
183,22/04/2021,22.02.2021-20.04.2021,7,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,18912,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","132,79","12,46","74,99","0,00","0,00","0,00","220,00","0,00","0,00","-0,24","0,00",,,,,,,,,,,2021,4,,,,,,
335,29/12/2021,23.06.2021-26.12.2021,15,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,17677,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","3,74","0,25","8,07","0,00","-7,59","0,00","5,00","0,00","0,00","0,53","0,00",17677,,,,,,,,,,2021,12,,,,,,
404,09/08/2021,07.06.2021-06.08.2021,17,Γ21,ΕΝΑΝΤΙ,Ημέρα,22850,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","149,31","13,74","79,75","0,00","0,00","0,00","243,00","0,00","0,00","0,20","0,00",,,,,,,,,,,2021,8,,,,,,
154,24/10/2022,23.08.2022-20.10.2022,5,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,32646,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","311,61","24,57","97,81","0,00","0,00","0,00","434,00","0,00","0,00","0,01","0,00",,,,,,,,,,,2022,10,,,,,,
74,22/04/2021,22.02.2021-20.04.2021,3,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,40754,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","210,02","19,66","117,54","0,00","0,00","0,00","347,00","0,00","0,00","-0,22","0,00",,,,,,,,,,,2021,4,,,,,,
31,01/09/2022,22.02.2022-30.08.2022,2,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,99376,1,1569,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","275,27","5,87","94,44","0,00","-277,74","0,00","105,00","-1,90","0,00","9,06","0,00",945,,,,,,,,,,2022,9,,,,,,
311,16/06/2022,04.04.2022-02.06.2022,14,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,144809,1,2834,"44,0",55,55,"1,0000","0,00",11,"0,00","17,9","636,39","20,30","197,86","0,00","-504,80","0,30","364,00","-5,14","0,00","19,09","0,00",147643,,,,,,,,,,2022,6,,,,,,
278,01/09/2022,22.02.2022-30.08.2022,22,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,64613,1,828,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","147,54","8,66","53,72","0,00","-60,01","0,00","154,00","-1,03","0,00","5,12","0,00",65441,,,,,,,,,,2022,9,,,,,,
502,21/04/2022,21.02.2022-19.04.2022,22,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,1940,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","34,25","2,72","11,05","0,00","0,00","0,00","48,00","0,00","0,00","-0,02","0,00",,,,,,,,,,,2022,4,,,,,,
402,08/06/2022,07.02.2022-05.06.2022,16,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,130,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","2,38","0,22","5,14","0,00","-3,73","0,00","4,00","-0,05","0,00","0,04","0,00",130,,,,,,,,,,2022,6,,,,,,
144,22/04/2021,22.02.2021-20.04.2021,5,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,38014,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","186,50","17,46","104,57","0,00","0,00","0,00","309,00","0,00","0,00","0,47","0,00",,,,,,,,,,,2021,4,,,,,,
397,23/06/2021,21.04.2021-21.06.2021,26,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,16749,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","513,77","48,27","290,62","0,00","0,00","0,00","853,00","0,00","0,00","0,34","0,00",,,,,,,,,,,2021,6,,,,,,
174,24/10/2022,31.08.2022-20.10.2022,13,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,81837,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","156,31","12,35","49,61","0,00","0,00","0,00","219,00","0,00","0,00","0,73","0,00",,,,,,,,,,,2022,10,,,,,,
307,24/10/2022,23.08.2022-20.10.2022,12,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,17828,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","5,01","0,46","2,63","0,00","0,00","0,00","8,00","0,00","0,00","-0,10","0,00",,,,,,,,,,,2022,10,,,,,,
55,24/10/2022,31.08.2022-20.10.2022,3,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,40480,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","2,55","0,25","1,64","0,00","0,00","0,00","4,00","0,00","0,00","-0,44","0,00",,,,,,,,,,,2022,10,,,,,,
44,23/02/2021,23.12.2020-21.02.2021,2,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,75138,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","88,48","6,72","50,69","0,00","0,00","0,00","119,00","-27,11","0,00","0,22","0,00",,,,,,,,,,,2021,2,,,,,,
319,21/04/2022,21.02.2022-19.04.2022,13,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,60247,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","15,66","1,31","6,24","0,00","0,00","0,00","23,00","0,00","0,00","-0,21","0,00",,,,,,,,,,,2022,4,,,,,,
17,28/12/2021,23.06.2021-26.12.2021,1,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,6302,1,4078,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","626,05","36,93","232,02","0,00","-262,87","0,00","656,00","0,00","0,00","23,87","0,00",10380,,,,,,,,,,2021,12,,,,,,
125,24/12/2021,21.10.2021-22.12.2021,8,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,72954,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","293,11","27,45","164,37","0,00","0,00","0,00","485,00","0,00","0,00","0,07","0,00",,,,,,,,,,,2021,12,,,,,,
370,23/06/2022,20.04.2022-21.06.2022,15,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,6256,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","1,26","0,59","8,50","0,00","0,00","0,00","10,00","0,00","0,00","-0,35","0,00",,,,,,,,,,,2022,6,,,,,,
92,24/08/2021,23.06.2021-22.08.2021,4,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,75205,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","190,43","16,04","107,03","0,00","0,00","0,00","283,00","-29,98","0,00","-0,52","0,00",,,,,,,,,,,2021,8,,,,,,
50,30/08/2022,22.06.2022-28.08.2022,3,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,93318,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","217,83","16,84","62,89","0,00","0,00","0,00","297,00","0,00","0,00","-0,56","0,00",,,,,,,,,,,2022,8,,,,,,
141,22/04/2021,24.02.2021-20.04.2021,10,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,96032,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","106,25","8,07","60,31","0,00","0,00","0,00","142,00","-32,06","0,00","-0,57","0,00",,,,,,,,,,,2021,4,,,,,,
450,01/02/2022,28.09.2021-27.01.2022,19,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,60210,1,1812,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","374,18","22,36","124,29","0,00","-131,83","5,82","404,00","-2,89","0,00","12,07","0,00",62022,,,,,,,,,,2022,2,,,,,,
185,16/05/2022,01.02.2022-29.03.2022,2,Γ21,ΕΝΑΝΤΙ,Ημέρα,73113,1,0,"28,2",55,1,"1,0000","0,00",18,"0,00","76,4","3414,37","256,07","952,48","0,00","0,00","0,00","4523,00","0,00","0,00","-99,92","0,00",,,,,,,,,,,2022,5,,Ημέρα,112468,1,0,
158,24/08/2021,23.06.2021-22.08.2021,6,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,28855,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","160,55","13,49","90,56","0,00","0,00","0,00","238,00","-26,36","0,00","-0,24","0,00",,,,,,,,,,,2021,8,,,,,,
332,22/10/2021,23.08.2021-20.10.2021,14,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,32746,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","7,73","0,84","6,16","0,00","0,00","0,00","15,00","0,00","0,00","0,27","0,00",,,,,,,,,,,2021,10,,,,,,
382,01/09/2022,22.02.2022-30.08.2022,27,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,82344,1,881,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","156,51","-0,10","74,07","0,00","-235,54","0,00","0,00","-1,10","0,00","6,16","0,00",83225,,,,,,,,,,2022,9,,,,,,
462,01/04/2022,02.03.2022-28.03.2022,31,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,6722,1,345,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","78,45","6,22","24,17","0,00","0,00","0,00","111,00","-0,60","0,00","2,76","0,00",7067,,,,,,,,,,2022,4,,,,,,
397,24/02/2022,23.08.2021-21.02.2022,24,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,27437,1,13350,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","2865,99","99,98","758,67","0,00","-2007,02","0,00","1783,00","-18,07","0,00","83,45","0,00",40787,,,,,,,,,,2022,2,,,,,,
178,10/12/2021,24.08.2020-02.12.2021,14,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,65907,1,386,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","51,77","-4,90","41,33","0,00","0,00","0,00","-87,00","0,00","0,00","-175,20","0,00",66293,,,,,,,,,,2021,12,,,,,,
244,22/06/2022,12.04.2022-10.06.2022,11,Γ21,ΕΝΑΝΤΙ,Ημέρα,38888,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","73,07","6,58","36,48","0,00","0,00","0,00","116,00","0,00","0,00","-0,13","0,00",,,,,,,,,,,2022,6,,,,,,
15,23/06/2022,20.04.2022-21.06.2022,1,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,92589,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","183,91","15,57","75,62","0,00","0,00","0,00","275,00","0,00","0,00","-0,10","0,00",,,,,,,,,,,2022,6,,,,,,
95,22/12/2022,21.10.2022-20.12.2022,5,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,22000,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","99,47","7,82","30,84","0,00","0,00","0,00","138,00","0,00","0,00","-0,13","0,00",,,,,,,,,,,2022,12,,,,,,
190,08/02/2022,05.10.2021-03.02.2022,10,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,80776,1,772,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","137,18","8,05","51,19","0,00","-56,63","0,00","143,00","-1,37","0,00","4,58","0,00",81548,,,,,,,,,,2022,2,,,,,,
259,23/06/2021,21.04.2021-21.06.2021,18,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,73638,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","39,76","3,82","23,90","0,00","0,00","0,00","67,00","0,00","0,00","-0,48","0,00",,,,,,,,,,,2021,6,,,,,,
292,06/07/2022,06.06.2022-03.07.2022,4,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,44019,1,521,"10,1",35,39,"1,0000","0,00",5,"0,00","14,4","88,78","7,81","39,68","0,00","0,00","0,00","138,00","-1,00","0,00","2,73","0,00",44540,,,,,,,,,,2022,7,,,,,,
370,21/04/2022,22.02.2022-19.04.2022,15,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,6256,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","1,14","0,53","7,69","0,00","0,00","0,00","9,00","0,00","0,00","-0,36","0,00",,,,,,,,,,,2022,4,,,,,,
125,27/08/2021,24.02.2021-22.08.2021,8,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,65040,1,5161,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","555,84","41,43","290,12","0,00","-181,27","0,00","736,00","0,00","0,00","29,88","0,00",70201,,,,,,,,,,2021,8,,,,,,
149,24/12/2021,21.10.2021-22.12.2021,10,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,56835,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","117,70","11,10","67,21","0,00","0,00","0,00","196,00","0,00","0,00","-0,01","0,00",,,,,,,,,,,2021,12,,,,,,
430,25/11/2021,21.07.2021-21.11.2021,4,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,80840,1,2435,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","404,07","16,38","161,58","0,00","-304,84","0,00","305,00","0,00","0,00","14,25","13,56",83275,,,,,,,,,,2021,11,,,,,,
18,23/02/2021,23.12.2020-21.02.2021,1,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,33787,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","104,16","7,89","59,33","0,00","0,00","0,00","140,00","-31,93","0,00","0,55","0,00",,,,,,,,,,,2021,2,,,,,,
429,25/01/2021,20.11.2020-22.01.2021,5,Γ21,ΕΝΑΝΤΙ,Ημέρα,44991,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","0,44","0,55","8,68","0,00","0,00","0,00","13,00","0,00","0,00","0,17","3,16",,,,,,,,,,,2021,1,,,,,,
117,21/04/2022,22.02.2022-19.04.2022,7,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,23016,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","59,82","4,64","17,59","0,00","0,00","0,00","82,00","0,00","0,00","-0,05","0,00",,,,,,,,,,,2022,4,,,,,,
25,24/12/2021,21.10.2021-22.12.2021,2,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,47132,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","177,76","16,69","100,48","0,00","0,00","0,00","295,00","0,00","0,00","0,07","0,00",,,,,,,,,,,2021,12,,,,,,
365,09/12/2021,06.10.2021-08.12.2021,15,Γ21,ΕΝΑΝΤΙ,Ημέρα,94827,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","50,48","3,21","32,51","0,00","0,00","0,00","57,00","-29,56","0,00","0,36","0,00",,,,,,,,,,,2021,12,,,,,,
423,22/10/2021,23.08.2021-20.10.2021,27,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,65477,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","77,22","7,10","50,06","0,00","0,00","0,00","125,00","-8,93","0,00","-0,45","0,00",,,,,,,,,,,2021,10,,,,,,
344,22/04/2021,22.02.2021-20.04.2021,15,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,52401,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","38,09","3,98","28,21","0,00","0,00","0,00","71,00","0,00","0,00","0,72","0,00",,,,,,,,,,,2021,4,,,,,,
516,13/09/2022,15.02.2022-05.09.2022,38,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,0,1,21,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","9,10","-10,19","9,87","0,00","0,00","0,00","-180,00","-0,09","0,00","-188,69","0,00",21,,,,,,,,,,2022,9,,,,,,
251,17/03/2021,19.01.2021-16.03.2021,5,Γ22,ΕΝΑΝΤΙ,Ημέρα,26152,1,0,"54,3",55,20,"1,0000","0,00",14,"0,00","4,3","153,97","13,91","77,96","0,00","0,00","0,00","246,00","0,00","0,00","0,16","0,00",,,,,,,,,,,2021,3,,,,,,
363,10/05/2021,30.03.2021-26.04.2021,1,Γ22,ΕΝΑΝΤΙ,Ημέρα,1158,40,0,"14,9",85,79,"0,4961","0,00",8,"0,00","3,0","35,14","4,59","41,35","0,00","0,00","0,00","81,00","0,00","0,00","-0,08","0,00",,Αεργος,,1405,40,0,,,,,2021,5,,,,,,
