Παροχή_Κωδικοποιημένη,Ημ.Έκδοσης,"Περίοδος Κατανάλωσης",ΣΕΛΙΔΑ,Τιμολόγιο,ΤΥΠΟΣ,Ημέρα,Προηγ.,ΣΩΧΒ,Συν.ΩΧΒ,ΧρΖητ,ΣυμφΙσχ,ΕγκΙσχ,Συνφ,ΖητΑιχ,ΖητΗμ,ΖητΝυκ,ΣυντΧρησ,"ΧΡΕΩΣΕΙΣ ΠΡΟΜΗΘΕΙΑΣ ΔΕΗ","ΦΠΑ  6% x","ΡΥΘΜΙΖΟΜΕΝΕΣ ΧΡΕΩΣΕΙΣ","ΦΠΑ   % x          0,00","ΜΕΙΟΝ ΕΝΑΝΤΙ ΚΑΤΑΝΑΛΩΣΗΣ",Ε.Ρ.Τ.,"ΤΡΕΧΩΝ ΜΗΝΑΣ",ΕΚΠΤ.ΣΥΝΕΠΕΙΑΣ/ΠΡΟΠΛΗΡΩΜΗΣ,ΔΗΜ.ΤΕΛΗ/ΔΗΜ.ΦΟΡΟΣ,ΔΙΑΦ.ΧΡΕΩΣΕΙΣ/ΠΙΣΤΩΣΕΙΣ,Τ.Α.Π.,Τελευτ.,"Αεργος Ημέρα",Τελευτ._Αεργος,Προηγ._Αεργος,ΣΩΧΒ_Αεργος,Συν.ΩΧΒ_Αεργος,Νύχτα,Προηγ._Νύχτα,ΣΩΧΒ_Νύχτα,Συν.ΩΧΒ_Νύχτα,year,month,Τελευτ._Νύχτα,Ημέρα_2,Προηγ._2,ΣΩΧΒ_2,Συν.ΩΧΒ_2,Τελευτ._2
424,26/08/2021,24.02.2021-22.08.2021,17,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,5527,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","3,60","0,58","24,40","0,00","-18,36","0,00","10,00","0,00","0,00","-0,22","0,00",5527,,,,,,,,,,2021,8,,,,,,
396,30/08/2022,22.06.2022-28.08.2022,26,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,12338,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","1391,88","107,24","395,38","0,00","0,00","0,00","1894,00","0,00","0,00","-0,50","0,00",,,,,,,,,,,2022,8,,,,,,
8,06/08/2021,29.06.2021-28.07.2021,1,Γ22,ΕΝΑΝΤΙ,Ημέρα,92696,1,0,"1,0",35,40,"1,0000","0,00",1,"0,00","89,2","67,04","6,86","47,31","0,00","0,00","0,00","121,00","0,00","0,00","-0,21","0,00",,,,,,,,,,,2021,8,,,,,,
11,20/05/2022,18.03.2022-19.05.2022,1,Γ21,ΕΝΑΝΤΙ,Ημέρα,57960,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","73,77","6,19","29,50","0,00","0,00","0,00","109,00","0,00","0,00","-0,46","0,00",,,,,,,,,,,2022,5,,,,,,
467,24/10/2022,31.08.2022-20.10.2022,31,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,8154,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","15,96","1,30","5,83","0,00","0,00","0,00","23,00","0,00","0,00","-0,09","0,00",,,,,,,,,,,2022,10,,,,,,
507,15/01/2021,24.03.2020-11.01.2021,8,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,0,1,3685,"0,000",15,1,"1,0000","0,00","0,00","0,00","0,000","454,30","24,67","242,03","0,00","-303,55","0,00","439,00","0,00","0,00","21,55","0,00",3685,,,,,,,,,,2021,1,,,,,,
131,24/02/2022,23.08.2021-21.02.2022,7,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,98610,1,3479,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","644,89","29,02","215,96","0,00","-390,03","0,00","517,00","-4,41","0,00","21,57","0,00",2089,,,,,,,,,,2022,2,,,,,,
353,24/08/2021,23.06.2021-22.08.2021,16,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,80800,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","1,22","0,23","2,64","0,00","0,00","0,00","4,00","0,00","0,00","-0,09","0,00",,,,,,,,,,,2021,8,,,,,,
429,25/11/2021,21.07.2021-21.11.2021,4,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,44115,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","2,48","0,57","16,74","0,00","-9,77","0,00","13,00","0,00","0,00","-0,03","3,01",44115,,,,,,,,,,2021,11,,,,,,
474,05/08/2022,01.07.2022-26.07.2022,32,Γ22,ΕΝΑΝΤΙ,Ημέρα,2409,40,0,"34,7",85,85,"0,9962","0,00",20,"0,00","7,4","288,83","22,16","80,43","0,00","0,00","2,56","394,00","0,00","0,00","0,02","0,00",,Αεργος,,194,40,0,,,,,2022,8,,,,,,
449,22/10/2021,23.08.2021-20.10.2021,29,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,67218,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","84,96","7,60","54,37","0,00","0,00","5,82","140,00","-12,74","0,00","-0,01","0,00",,,,,,,,,,,2021,10,,,,,,
450,30/09/2022,27.05.2022-27.09.2022,12,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,63832,1,1384,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","277,50","5,67","99,08","0,00","-287,78","6,11","108,00","-1,29","0,00","8,71","0,00",65216,,,,,,,,,,2022,9,,,,,,
93,28/12/2021,23.06.2021-26.12.2021,5,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,70232,1,1573,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","203,94","-1,55","94,45","0,00","0,00","0,00","-26,00","0,00","0,00","-322,84","0,00",71805,,,,,,,,,,2021,12,,,,,,
47,01/12/2022,31.10.2022-28.11.2022,2,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,51420,1,2176,"40,0",55,55,"1,0000","0,00",21,"0,00","15,1","839,34","59,91","148,28","0,00","0,00","0,00","1063,00","0,00","0,00","15,47","0,00",53596,,,,,,,,,,2022,12,,,,,,
356,26/02/2021,24.08.2020-23.02.2021,13,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,76382,1,3025,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","303,97","12,89","173,34","0,00","-277,76","0,00","229,00","0,00","0,00","16,56","0,00",79407,,,,,,,,,,2021,2,,,,,,
164,21/04/2022,22.02.2022-19.04.2022,12,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,65703,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","318,84","24,19","84,31","0,00","0,00","0,00","427,00","0,00","0,00","-0,34","0,00",,,,,,,,,,,2022,4,,,,,,
148,22/10/2021,23.08.2021-20.10.2021,10,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,87362,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","112,36","9,33","64,13","0,00","0,00","0,00","165,00","-20,97","0,00","0,15","0,00",,,,,,,,,,,2021,10,,,,,,
214,24/08/2022,22.06.2022-22.08.2022,7,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,8229,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","346,00","26,62","97,64","0,00","0,00","0,00","470,00","0,00","0,00","-0,26","0,00",,,,,,,,,,,2022,8,,,,,,
119,24/12/2021,21.10.2021-22.12.2021,8,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,4627,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","143,51","13,50","81,51","0,00","0,00","0,00","239,00","0,00","0,00","0,48","0,00",,,,,,,,,,,2021,12,,,,,,
298,24/10/2022,31.08.2022-20.10.2022,21,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,89160,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","190,18","15,23","63,68","0,00","0,00","0,00","269,00","0,00","0,00","-0,09","0,00",,,,,,,,,,,2022,10,,,,,,
226,03/06/2021,29.04.2021-31.05.2021,8,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,54330,1,800,"19,1",55,48,"1,0000","0,00",9,"0,00","11,6","111,16","10,72","63,47","0,00","0,00","0,00","190,00","0,00","0,00","4,65","0,00",55130,,,,,,,,,,2021,6,,,,,,
50,24/02/2022,23.08.2021-21.02.2022,3,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,88763,1,2631,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","466,64","22,93","152,56","0,00","-246,64","0,00","408,00","-3,49","0,00","16,00","0,00",91394,,,,,,,,,,2022,2,,,,,,
330,02/02/2022,01.01.2022-31.01.2022,21,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,7492,40,1120,"41,3",135,129,"1,0000","0,00",20,"0,00","7,5","391,11","30,62","116,23","0,00","0,00","0,00","544,00","-2,62","0,00","8,66","0,00",7520,Αεργος,1478,1478,40,0,,,,,2022,2,,,,,,
183,28/12/2021,23.06.2021-26.12.2021,7,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,22673,1,2984,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","433,32","11,40","171,94","0,00","-430,27","0,00","204,00","0,00","0,00","17,61","0,00",25657,,,,,,,,,,2021,12,,,,,,
10,21/04/2022,22.02.2022-19.04.2022,1,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,75398,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","329,08","24,96","86,96","0,00","0,00","0,00","441,00","0,00","0,00","0,00","0,00",,,,,,,,,,,2022,4,,,,,,
196,01/09/2022,22.02.2022-29.08.2022,16,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,15383,1,2414,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","420,49","-4,34","140,86","0,00","0,00","0,00","-74,00","-2,90","0,00","-628,11","0,00",17797,,,,,,,,,,2022,9,,,,,,
422,29/03/2021,20.01.2021-17.03.2021,10,Γ21,ΕΝΑΝΤΙ,Ημέρα,84374,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","99,66","9,30","55,27","0,00","0,00","0,00","164,00","0,00","0,00","-0,23","0,00",,,,,,,,,,,2021,3,,,,,,
436,01/09/2022,22.02.2022-30.08.2022,12,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,96103,1,9178,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","1735,09","-125,91","571,73","0,00","0,00","0,00","-2213,00","-13,34","0,00","-4380,57","0,00",5281,,,,,,,,,,2022,9,,,,,,
184,30/08/2022,22.06.2022-28.08.2022,14,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,2791,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","107,83","8,40","32,29","0,00","0,00","0,00","148,00","0,00","0,00","-0,52","0,00",,,,,,,,,,,2022,8,,,,,,
421,22/02/2022,27.12.2021-20.02.2022,19,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,11215,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","79,25","7,04","45,69","0,00","0,00","0,00","125,00","-7,42","0,00","0,44","0,00",,,,,,,,,,,2022,2,,,,,,
144,22/02/2022,27.12.2021-20.02.2022,5,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,48782,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","196,28","17,25","110,50","0,00","0,00","0,00","305,00","-19,32","0,00","0,29","0,00",,,,,,,,,,,2022,2,,,,,,
245,23/06/2022,20.04.2022-21.06.2022,11,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,47479,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","31,00","3,08","20,37","0,00","0,00","0,00","55,00","0,00","0,00","0,55","0,00",,,,,,,,,,,2022,6,,,,,,
411,08/04/2022,08.02.2022-07.04.2022,18,Γ22,ΕΝΑΝΤΙ,Ημέρα,52131,1,0,"62,9",35,11,"1,0000","0,00",16,"0,00","3,5","242,85","18,51","65,71","0,00","0,00","0,00","327,00","0,00","0,00","-0,07","0,00",,,,,,,,,,,2022,4,,,,,,
130,23/06/2021,21.04.2021-21.06.2021,9,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,74951,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","176,95","16,59","99,44","0,00","0,00","0,00","293,00","0,00","0,00","0,02","0,00",,,,,,,,,,,2021,6,,,,,,
364,06/08/2021,28.06.2021-28.07.2021,14,Γ22,ΕΝΑΝΤΙ,Ημέρα,29287,1,0,"45,5",55,35,"1,0000","0,00",22,"0,00","7,1","174,63","14,40","78,65","0,00","0,00","0,00","254,00","-13,29","0,00","-0,39","0,00",,,,,,,,,,,2021,8,,,,,,
177,26/08/2021,24.02.2021-22.08.2021,13,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,68095,1,4093,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","441,55","20,63","231,70","0,00","-349,96","0,00","368,00","0,00","0,00","24,08","0,00",72188,,,,,,,,,,2021,8,,,,,,
405,22/12/2022,21.10.2022-20.12.2022,26,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,70870,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","102,59","8,31","35,93","0,00","0,00","0,00","147,00","0,00","0,00","0,17","0,00",,,,,,,,,,,2022,12,,,,,,
163,22/04/2021,24.02.2021-20.04.2021,12,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,49476,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","124,31","10,49","70,27","0,00","0,00","0,00","185,00","-19,87","0,00","-0,20","0,00",,,,,,,,,,,2021,4,,,,,,
142,04/10/2021,29.06.2021-29.09.2021,5,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,2475,1,7422,"250,5",55,37,"1,0000","0,00",40,"0,00","8,2","1334,28","71,50","486,16","0,00","-665,94","0,00","1272,00","0,00","0,00","46,00","0,00",9897,,,,,,,,,,2021,10,,,,,,
195,02/08/2021,21.02.2019-10.07.2021,14,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,1668,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","1038,13","45,99","621,52","0,00","-908,80","0,00","819,00","0,00","0,00","22,16","0,00",1668,,,,,,,,,,2021,8,,,,,,
394,24/12/2021,21.10.2021-22.12.2021,25,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,313260,1,0,"0,000",55,55,"1,0000","0,00","0,00","0,00","0,000","371,54","36,43","235,74","0,00","0,00","0,00","644,00","0,00","0,00","0,29","0,00",,,,,,,,,,,2021,12,,,,,,
175,23/06/2022,20.04.2022-21.06.2022,13,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,53785,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","279,36","23,59","113,72","0,00","0,00","0,00","417,00","0,00","0,00","0,33","0,00",,,,,,,,,,,2022,6,,,,,,
352,26/02/2021,24.08.2020-23.02.2021,20,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,68757,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","3,68","0,60","24,95","0,00","-18,68","0,00","10,00","0,00","0,00","-0,55","0,00",68757,,,,,,,,,,2021,2,,,,,,
446,14/05/2021,01.04.2021-30.04.2021,5,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,7946,40,640,"4,0",135,135,"1,0000","0,00",4,"0,00","22,2","70,53","9,33","86,71","0,00","0,00","2,96","169,00","-4,81","0,00","4,28","0,00",7962,Αεργος,698,698,40,0,,,,,2021,5,,,,,,
496,23/12/2022,25.10.2022-22.12.2022,17,Γ21,ΕΝΑΝΤΙ,Ημέρα,6771,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","94,70","7,45","29,41","0,00","0,00","0,00","131,00","0,00","0,00","-0,56","0,00",,,,,,,,,,,2022,12,,,,,,
175,22/12/2022,21.10.2022-20.12.2022,13,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,59216,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","327,23","25,58","99,12","0,00","0,00","0,00","452,00","0,00","0,00","0,07","0,00",,,,,,,,,,,2022,12,,,,,,
206,01/09/2022,22.02.2022-29.08.2022,18,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,69384,1,2546,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","443,51","-2,06","148,11","0,00","0,00","0,00","-33,00","-3,06","0,00","-619,50","0,00",71930,,,,,,,,,,2022,9,,,,,,
30,21/04/2022,22.02.2022-19.04.2022,3,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,6424,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","81,56","6,28","23,19","0,00","0,00","0,00","111,00","0,00","0,00","-0,03","0,00",,,,,,,,,,,2022,4,,,,,,
147,24/02/2022,23.08.2021-21.02.2022,9,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,86007,1,3938,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","745,50","31,93","224,43","0,00","-452,56","0,00","568,00","-4,99","0,00","23,69","0,00",89945,,,,,,,,,,2022,2,,,,,,
24,07/12/2022,06.10.2022-06.12.2022,2,Γ21,ΕΝΑΝΤΙ,Ημέρα,60053,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","3,10","0,56","6,20","0,00","0,00","0,00","10,00","0,00","0,00","0,14","0,00",,,,,,,,,,,2022,12,,,,,,
408,24/08/2021,23.06.2021-22.08.2021,18,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,30912,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","85,50","6,90","49,14","0,00","0,00","0,00","122,00","-19,60","0,00","0,06","0,00",,,,,,,,,,,2021,8,,,,,,
204,01/03/2021,24.08.2020-23.02.2021,4,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,99407,1,14271,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","1420,36","113,63","788,05","0,00","-385,97","0,00","2018,00","0,00","0,00","81,93","0,00",13678,,,,,,,,,,2021,3,,,,,,
323,30/08/2022,22.06.2022-28.08.2022,22,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,4364,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","395,54","30,84","118,53","0,00","0,00","0,00","545,00","0,00","0,00","0,09","0,00",,,,,,,,,,,2022,8,,,,,,
145,22/02/2022,27.12.2021-20.02.2022,5,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,17772,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","228,35","16,55","128,26","0,00","0,00","0,00","293,00","-80,66","0,00","0,50","0,00",,,,,,,,,,,2022,2,,,,,,
226,02/07/2021,01.06.2021-29.06.2021,2,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,55130,1,1054,"37,9",55,48,"1,0000","0,00",20,"0,00","7,7","160,07","14,24","76,54","0,00","0,00","0,00","252,00","-4,64","0,00","5,79","0,00",56184,,,,,,,,,,2021,7,,,,,,
150,22/04/2021,24.02.2021-20.04.2021,11,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,53243,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","1,12","-0,06","2,43","0,00","0,00","0,00","-1,00","-4,55","0,00","0,06","0,00",,,,,,,,,,,2021,4,,,,,,
253,07/12/2022,27.10.2022-28.11.2022,11,Γ22,ΕΝΑΝΤΙ,Ημέρα,94586,1,0,"7,3",35,20,"1,0000","0,00",3,"0,00","18,3","110,43","8,94","38,57","0,00","0,00","0,00","158,00","0,00","0,00","0,06","0,00",,,,,,,,,,,2022,12,,,,,,
296,21/04/2022,22.02.2022-19.04.2022,21,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,20604,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","173,12","13,51","52,00","0,00","0,00","0,00","239,00","0,00","0,00","0,37","0,00",,,,,,,,,,,2022,4,,,,,,
232,22/10/2021,23.08.2021-20.10.2021,9,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,49996,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","197,44","18,52","111,24","0,00","0,00","0,00","327,00","0,00","0,00","-0,20","0,00",,,,,,,,,,,2021,10,,,,,,
230,22/10/2021,23.08.2021-20.10.2021,8,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,38522,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","73,65","6,98","42,69","0,00","0,00","0,00","124,00","0,00","0,00","0,68","0,00",,,,,,,,,,,2021,10,,,,,,
409,23/06/2022,20.04.2022-21.06.2022,28,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,3583,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","127,87","11,22","59,02","0,00","0,00","0,00","198,00","0,00","0,00","-0,11","0,00",,,,,,,,,,,2022,6,,,,,,
193,30/08/2022,22.06.2022-28.08.2022,14,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,70508,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","195,66","15,14","56,69","0,00","0,00","0,00","267,00","0,00","0,00","-0,49","0,00",,,,,,,,,,,2022,8,,,,,,
136,24/02/2022,23.08.2021-21.02.2022,8,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,95174,1,2968,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","537,31","25,22","171,09","0,00","-298,95","0,00","449,00","-3,86","0,00","18,19","0,00",98142,,,,,,,,,,2022,2,,,,,,
403,08/04/2021,05.02.2021-06.04.2021,18,Γ21,ΕΝΑΝΤΙ,Ημέρα,89208,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","129,80","11,13","70,30","0,00","0,00","6,02","203,00","-14,60","0,00","0,35","0,00",,,,,,,,,,,2021,4,,,,,,
462,01/06/2021,26.04.2021-27.05.2021,30,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,4293,1,263,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","34,61","3,14","19,91","0,00","0,00","0,00","55,00","-3,58","0,00","0,92","0,00",4556,,,,,,,,,,2021,6,,,,,,
66,21/04/2022,22.02.2022-19.04.2022,5,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,77631,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","193,60","14,74","52,05","0,00","0,00","0,00","260,00","0,00","0,00","-0,39","0,00",,,,,,,,,,,2022,4,,,,,,
130,30/08/2022,22.06.2022-28.08.2022,9,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,91614,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","485,80","37,38","137,34","0,00","0,00","0,00","661,00","0,00","0,00","0,48","0,00",,,,,,,,,,,2022,8,,,,,,
416,18/10/2022,06.08.2022-06.10.2022,16,Γ21,ΕΝΑΝΤΙ,Ημέρα,46982,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","3,10","0,61","7,11","0,00","0,00","0,00","10,00","0,00","0,00","-0,82","0,00",,,,,,,,,,,2022,10,,,,,,
311,08/09/2022,29.07.2022-30.08.2022,3,Γ22,ΕΝΑΝΤΙ,Ημέρα,149156,1,0,"2,2",55,55,"1,0000","0,00",11,"0,00","10,6","270,94","20,52","71,12","0,00","0,00","3,25","365,00","0,00","0,00","-0,83","0,00",,,,,,,,,,,2022,9,,,,,,
216,23/06/2022,20.04.2022-21.06.2022,9,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,49903,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","1,26","0,24","2,72","0,00","0,00","0,00","4,00","0,00","0,00","-0,22","0,00",,,,,,,,,,,2022,6,,,,,,
261,22/12/2022,21.10.2022-20.12.2022,19,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,38251,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","3,05","0,30","1,95","0,00","0,00","0,00","5,00","0,00","0,00","-0,30","0,00",,,,,,,,,,,2022,12,,,,,,
